rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	N/A	-226.0402158850364	C10H19ClO5	[M - H]-	DWWOKLFBSKMYFF	InChI=1S/C10H19ClO5/c1-2-3-6(12)4-8(13)9(14)5-7(11)10(15)16/h6-9,12-14H,2-5H2,1H3,(H,15,16)	null	CCCC(CC(C(CC(C(=O)O)Cl)O)O)O	0.600000024	88814365	PubChem:(88814365)	2
2	1	N/A	-226.38059857125742	C10H19ClO5	[M - H]-	MTWDCDBAHHLBKA	InChI=1S/C10H19ClO5/c1-6(10(13)16-4)9(12)7(11)5-8(14-2)15-3/h6-9,12H,5H2,1-4H3	null	CC(C(C(CC(OC)OC)Cl)O)C(=O)OC	0.899999976	11076012;10264320	PubChem:(11076012 10264320)	2
3	1	N/A	-256.8822598553668	C10H19ClO5	[M - H]-	DCKPEQHOMKSQRJ	InChI=1S/C10H19ClO5/c1-4-15-9(13)8(11)7(12)5-6-16-10(2,3)14/h7-8,12,14H,4-6H2,1-3H3	null	CCOC(=O)C(C(CCOC(C)(C)O)O)Cl	0.800000012	129097728	PubChem:(129097728)	2
4	1	N/A	-275.9755641268475	C10H19ClO5	[M - H]-	ARLOKYGYDLCIJG	InChI=1S/C10H19ClO5/c1-5-15-9(13)8(11)7(12)6-16-10(2,3)14-4/h7-8,12H,5-6H2,1-4H3	null	CCOC(=O)C(C(COC(C)(C)OC)O)Cl	0.899999976	123720290	PubChem:(123720290)	2
5	1	N/A	-324.5596812505762	C10H19ClO5	[M - H]-	SGLAPNJROIALSZ	InChI=1S/C10H19ClO5/c1-13-4-5-15-8-9-16-7-6-14-3-2-10(11)12/h2-9H2,1H3	null	COCCOCCOCCOCCC(=O)Cl	0.100000001	86038170	PubChem:(86038170)	2
6	1	N/A	-327.65900762892306	C10H19ClO5	[M - H]-	RPZMRXZGNHUBFY	InChI=1S/C10H19ClO5/c1-2-3-4-5-6-7-8-9-10(12)16-11(13,14)15/h2-9H2,1H3	null	CCCCCCCCCC(=O)OCl(=O)(=O)=O	6.9000001	88852631	PubChem:(88852631)	2
7	1	N/A	-349.2814192868736	C10H19ClO5	[M - H]-	SRBFMDBQHDNADE	InChI=1S/C10H19ClO5/c1-2-13-3-4-14-5-6-15-7-8-16-10(12)9-11/h2-9H2,1H3	null	CCOCCOCCOCCOC(=O)CCl	0.699999988	57092898	PubChem:(57092898)	2
8	1	N/A	-356.71798720115527	C10H19ClO5	[M - H]-	SCWKEKQHSBZGMP	InChI=1S/C10H19ClO5/c1-4-13-7-6-9(14-5-2)16-10(12)15-8(3)11/h8-9H,4-7H2,1-3H3	null	CCOCCC(OCC)OC(=O)OC(C)Cl	2.5999999	88014003	PubChem:(88014003)	2
9	1	N/A	-357.91853332993486	C10H19ClO5	[M - H]-	YADHWNQMXGMLHG	InChI=1S/C10H19ClO5/c1-13-5-6-15-8-7-14-3-2-4-16-9-10(11)12/h2-9H2,1H3	null	COCCOCCOCCCOCC(=O)Cl	0.600000024	131726612	PubChem:(131726612)	2
10	1	N/A	-360.3059089986148	C10H19ClO5	[M - H]-	XMPLYHJTJDAMMX	InChI=1S/C10H19ClO5/c1-2-16-10(12)9-15-8-7-14-6-5-13-4-3-11/h2-9H2,1H3	Acetic acid, [2-[2-(2-chloroethoxy)ethoxy]ethoxy]-, ethyl ester	CCOC(=O)COCCOCCOCCCl	0.699999988	20688810	PubChem:(20688810)	2
