rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C21H36O10	[M - H2O - H]-	C21H34O9	65.80738379558566	62.18413565171178	3.62324814387389	12	0.8736919907912274	0.8310495331585229	2.3654990135362186	-41961.92137415939	
2	C22H32N4O6	[M - H2O - H]-	C22H30N4O5	59.35494836729343	55.985838238763876	3.369110128529557	12	0.8736919907912274	0.5320982300647303	3.1513675909195156	-41965.03729118301	
3	C17H32N6O8	[M - H2O - H]-	C17H30N6O7	56.86844574751313	55.911781563801775	0.9566641837113512	11	0.828501151096571	2.4009908869220022	3.202685214513905	-41955.66488102495	
4	C15H37N4O9P	[M - H2O - H]-	C15H35N4O8P	55.01552140444746	55.01552140444746	0.0	11	0.828501151096571	2.3671755514842294	2.4723257619728565	-41959.51707123271	
5	C16H37ClN4O8	[M - H2O - H]-	C16H35ClN4O7	54.67376614882981	54.67376614882981	0.0	11	0.828501151096571	2.0184751203136577	2.4009908869220022	-41959.92812591265	
6	C14H36N6O8S	[M - H2O - H]-	C14H34N6O7S	54.39884725643061	53.98497048769251	0.4138767687380972	11	0.828501151096571	0.6815738816116266	2.4009908869220022	-41963.51908915857	
7	C16H33N8O5P	[M - H2O - H]-	C16H31N8O4P	54.000059029147394	52.14827398116909	1.8517850479783016	11	0.828501151096571	0.6815738816116266	2.4009908869220022	-41962.63298825633	
8	C22H40O5S2	[M - H2O - H]-	C22H38O4S2	53.97605598873595	53.97605598873595	0.0	12	0.8736919907912274	0.5320982300647303	2.436482760307786	-41963.9460753235	
9	C20H30N7O5	[M - H2O - H]-	C20H28N7O4	53.59203579170103	50.091173304552925	3.5008624871481064	12	0.8736919907912274	0.8310495331585229	2.3654990135362186	-41961.90904461593	
10	C25H36O5S	[M - H2O - H]-	C25H34O4S	52.709143096906836	52.709143096906836	0.0	11	0.828501151096571	2.4009908869220022	3.202685214513905	-41956.0918671899	
