rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C19H28O10	[M - H]-	C19H28O10	73.9409814743738	70.04455892036715	3.896422554006642	24	0.905440473793091	1.7676042302943595	2.7190150166356153	0.3597545226780975	
2	C20H24N4O6	[M - H]-	C20H24N4O6	69.27391155806654	66.3838085580177	2.8901030000488355	24	0.905440473793091	1.7676042302943595	2.773473936175731	-2.861626130650359	
3	C15H24N6O8	[M - H]-	C15H24N6O8	67.35878039499613	65.55392027327318	1.804860121722947	24	0.905440473793091	1.990348550367414	2.773473936175731	6.828009546211713	
4	C13H29N4O9P	[M - H]-	C13H29N4O9P	66.53925883691682	65.04785366307385	1.4914051738429694	24	0.905440473793091	1.990348550367414	2.773473936175731	2.845435262584146	
5	C12H28N6O8S	[M - H]-	C12H28N6O8S	66.39200362461395	64.43027593230354	1.9617276923104057	24	0.905440473793091	1.7676042302943595	2.7190150166356153	-1.292037918796925	
6	C18H29N2O7P	[M - H]-	C18H29N2O7P	66.06866636548926	63.5349484034146	2.5337179620746646	24	0.905440473793091	1.7676042302943595	2.773473936175731	-6.844200414277926	
7	C14H29ClN4O8	[M - H]-	C14H29ClN4O8	64.59237867609176	64.59237867609176	0.0	24	0.905440473793091	1.990348550367414	2.7190150166356153	2.4204677222459727	
8	C12H30N6O6P2	[M - H]-	C12H30N6O6P2	63.481544513947284	62.49481474847513	0.9867297654721536	24	0.905440473793091	1.7676042302943595	2.773473936175731	-4.358519674098039	
9	C19H29ClN2O6	[M - H]-	C19H29ClN2O6	63.375606324057905	63.375606324057905	0.0	24	0.905440473793091	1.7676042302943595	2.773473936175731	-7.269167954616099	
10	C15H31NO10P	[M - H]-	C15H31NO10P	63.212332455697464	60.299925652391536	2.9124068033059256	24	0.905440473793091	1.7676042302943595	2.7190150166356153	-0.38869224918266154	
