rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.11920462523434563	-111.8598202253533	C11H18O7	[M - H2O - H]-	WHKQNSXJZBETCF	InChI=1S/C11H18O7/c1-2-3-4-5-7(9(14)15)11(18,10(16)17)6-8(12)13/h7,18H,2-6H2,1H3,(H,12,13)(H,14,15)(H,16,17)	null	CCCCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O	0.5	88470840	PubChem:(88470840)	2
2	1	N/A	-116.93651310299988	C11H18O7	[M - H2O - H]-	QLHBXSHBYGDEBV	InChI=1S/C11H18O7/c1-3-4-6(2)8(9(14)15)11(18,10(16)17)5-7(12)13/h6,8,18H,3-5H2,1-2H3,(H,12,13)(H,14,15)(H,16,17)	null	CCCC(C)C(C(=O)O)C(CC(=O)O)(C(=O)O)O	0.400000006	54234049	PubChem:(54234049)	2
3	1	N/A	-123.4485184062639	C11H18O7	[M - H2O - H]-	NVIBMBBBUTUEOI	InChI=1S/C11H18O7/c1-2-3-4-5-7(10(14)15)18-8(11(16)17)6-9(12)13/h7-8H,2-6H2,1H3,(H,12,13)(H,14,15)(H,16,17)	2-(1-carboxyhexoxy)butanedioic acid	CCCCCC(C(=O)O)OC(CC(=O)O)C(=O)O	1.20000005	20375099	PubChem:(20375099)	2
4	1	N/A	-127.58006233617341	C11H18O7	[M - H2O - H]-	IHIJEUQBRYRKPX	InChI=1S/C11H18O7/c1-6(12)18-10-7(13)3-11(16,4-8(10)14)5-9(15)17-2/h7-8,10,13-14,16H,3-5H2,1-2H3	null	CC(=O)OC1C(CC(CC1O)(CC(=O)OC)O)O	-1.0	125507320	PubChem:(125507320)	2
5	1	N/A	-133.89168364239634	C11H18O7	[M - H2O - H]-	NFOXIDINYCLHIA	InChI=1S/C11H18O7/c1-3-17-8(12)5-7(10(14)11(15)16)6-9(13)18-4-2/h7,10,14H,3-6H2,1-2H3,(H,15,16)	5-ethoxy-3-(2-ethoxy-2-oxoethyl)-2-hydroxy-5-oxopentanoate	CCOC(=O)CC(CC(=O)OCC)C(C(=O)O)O	-0.200000003	3897377;3897378	PubChem:(3897377 3897378)	2
6	1	N/A	-135.19681439616042	C11H18O7	[M - H2O - H]-	IPXGDGHVANPYRW	InChI=1S/C11H18O7/c1-2-3-4-5-18-9(14)7-11(17,10(15)16)6-8(12)13/h17H,2-7H2,1H3,(H,12,13)(H,15,16)	null	CCCCCOC(=O)CC(CC(=O)O)(C(=O)O)O	0.398355007	53929142	PubChem:(53929142)	2
7	1	N/A	-138.12986265371993	C11H18O7	[M - H2O - H]-	IVDIZIGRLYEYMK	InChI=1S/C11H18O7/c1-5-7(12)3-9(14)11(17-5)18-6(2)8(13)4-10(15)16/h5-7,9,11-12,14H,3-4H2,1-2H3,(H,15,16)	null	CC1C(CC(C(O1)OC(C)C(=O)CC(=O)O)O)O	-0.699999988	132282174;132282175	PubChem:(132282174 132282175);CHEBI:(139893 139892)	34
8	1	N/A	-142.14029755870774	C11H18O7	[M - H2O - H]-	QRKZFQDAYBOGTN	InChI=1S/C11H18O7/c1-3-18-11(17)10(16)5-9(15)8(14)4-7(13)6(2)12/h6,8,10,12,14,16H,3-5H2,1-2H3	null	CCOC(=O)C(CC(=O)C(CC(=O)C(C)O)O)O	-1.70000005	87764886	PubChem:(87764886)	2
9	1	N/A	-142.31693401502494	C11H18O7	[M - H2O - H]-	XHVZZDWOVYEPJH	InChI=1S/C11H18O7/c1-3-4-5-10(2,8(14)15)11(18,9(16)17)6-7(12)13/h18H,3-6H2,1-2H3,(H,12,13)(H,14,15)(H,16,17)	null	CCCCC(C)(C(=O)O)C(CC(=O)O)(C(=O)O)O	0.400000006	91085052	PubChem:(91085052)	2
10	1	N/A	-144.03093519530526	C11H18O7	[M - H2O - H]-	AJDBHNDZKBEJIT	InChI=1S/C11H18O7/c1-6(17-8(3)13)11(18-9(4)14)10(15)5-16-7(2)12/h6,10-11,15H,5H2,1-4H3	null	CC(C(C(COC(=O)C)O)OC(=O)C)OC(=O)C	-0.200000003	89131025	PubChem:(89131025)	2
11	1	N/A	-144.58906106263527	C11H18O7	[M - H2O - H]-	XHINPMVPHLPMCN	InChI=1S/C11H18O7/c1-7(2)3-4-18-9(14)6-11(17,10(15)16)5-8(12)13/h7,17H,3-6H2,1-2H3,(H,12,13)(H,15,16)	null	CC(C)CCOC(=O)CC(CC(=O)O)(C(=O)O)O	0.178783298	87950236	PubChem:(87950236)	2
12	1	N/A	-149.84238603954367	C11H18O7	[M - H2O - H]-	VWFOBGGYBCHGKJ	InChI=1S/C11H18O7/c1-7(12)16-5-4-11(18-9(3)14)10(15)6-17-8(2)13/h10-11,15H,4-6H2,1-3H3	1,3,5-tri-O-acetyl-2-deoxy-D-erythropentose	CC(=O)OCCC(C(COC(=O)C)O)OC(=O)C	-0.300000012	73013434	PubChem:(73013434)	2
13	1	N/A	-158.08958111536214	C11H18O7	[M - H2O - H]-	ZUYFKSISJGPZQX	InChI=1S/C11H18O7/c1-6(12)18-5-7-3-11(16,10(15)17-2)4-8(13)9(7)14/h7-9,13-14,16H,3-5H2,1-2H3	null	CC(=O)OCC1CC(CC(C1O)O)(C(=O)OC)O	-1.29999995	101871475	PubChem:(101871475)	2
14	1	N/A	-159.91986532938742	C11H18O7	[M - H2O - H]-	UKSZYZJQVVFOHH	InChI=1S/C11H18O7/c1-9(12)15-5-3-7-17-11(14)18-8-4-6-16-10(2)13/h3-8H2,1-2H3	null	CC(=O)OCCCOC(=O)OCCCOC(=O)C	1.0	90938273	PubChem:(90938273)	2
15	1	N/A	-164.69899322940148	C11H18O7	[M - H2O - H]-	VNAUTXWBVXWDQS	InChI=1S/C11H18O7/c1-7(12)16-5-10(15)4-11(18-9(3)14)6-17-8(2)13/h10-11,15H,4-6H2,1-3H3	null	CC(=O)OCC(CC(COC(=O)C)OC(=O)C)O	-0.300000012	89131489	PubChem:(89131489)	2
16	1	N/A	-165.56179346028298	C11H18O7	[M - H2O - H]-	DBFBVBLUJLJMST	InChI=1S/C11H18O7/c1-3-7(4-2)18-9(14)6-11(17,10(15)16)5-8(12)13/h7,17H,3-6H2,1-2H3,(H,12,13)(H,15,16)	null	CCC(CC)OC(=O)CC(CC(=O)O)(C(=O)O)O	0.401663423	87442209	PubChem:(87442209)	2
17	1	N/A	-166.26163534040612	C11H18O7	[M - H2O - H]-	XKCVQKMYHXZVPC	InChI=1S/C11H18O7/c1-2-3-4-7(5-9(12)13)18-8(11(16)17)6-10(14)15/h7-8H,2-6H2,1H3,(H,12,13)(H,14,15)(H,16,17)	2-(1-carboxyhexan-2-yloxy)butanedioic acid	CCCCC(CC(=O)O)OC(CC(=O)O)C(=O)O	0.600000024	20568006	PubChem:(20568006)	2
18	1	N/A	-170.06919031020186	C11H18O7	[M - H2O - H]-	WVYQHMNDZSPHOR	InChI=1S/C11H18O7/c1-2-3-4-5-17-11(16)18-7-8(10(14)15)6-9(12)13/h8H,2-7H2,1H3,(H,12,13)(H,14,15)	null	CCCCCOC(=O)OCC(CC(=O)O)C(=O)O	1.29999995	88751236	PubChem:(88751236)	2
19	1	N/A	-171.68047177627162	C11H18O7	[M - H2O - H]-	XHKHBFUSZSGUMW	InChI=1S/C11H18O7/c1-3-17-9(13)6-7(12)5-8(10(14)15)11(16)18-4-2/h7-8,12H,3-6H2,1-2H3,(H,14,15)	null	CCOC(=O)CC(CC(C(=O)O)C(=O)OCC)O	0.100000001	54469656	PubChem:(54469656)	2
20	1	N/A	-171.7676993809664	C11H18O7	[M - H2O - H]-	IJBDIWACBARHNG	InChI=1S/C11H18O7/c1-2-10(14)17-7-5-16-6-8-18-11(15)4-3-9(12)13/h2-8H2,1H3,(H,12,13)	null	CCC(=O)OCCOCCOC(=O)CCC(=O)O	-0.200000003	118234404	PubChem:(118234404)	2
21	1	N/A	-172.08344318560955	C11H18O7	[M - H2O - H]-	GIXAGAWEVKWHJD	InChI=1S/C11H18O7/c1-2-3-4-5-8(11(15)16)17-18-10(14)7-6-9(12)13/h8H,2-7H2,1H3,(H,12,13)(H,15,16)	2-(3-carboxypropanoylperoxy)heptanoic acid	CCCCCC(C(=O)O)OOC(=O)CCC(=O)O	1.60000002	20375097	PubChem:(20375097)	2
22	1	N/A	-173.32671727046244	C11H18O7	[M - H2O - H]-	WBTZZYVHSDHJEA	InChI=1S/C11H18O7/c12-9(13)5-3-1-2-4-8-17-18-11(16)7-6-10(14)15/h1-8H2,(H,12,13)(H,14,15)	null	C(CCCOOC(=O)CCC(=O)O)CCC(=O)O	0.699999988	88774193	PubChem:(88774193)	2
23	1	N/A	-174.08643567829415	C11H18O7	[M - H2O - H]-	YQCRNVZFSJOXPZ	InChI=1S/C11H18O7/c1-7(2)18-6-11(3-8(12)13,4-9(14)15)5-10(16)17/h7H,3-6H2,1-2H3,(H,12,13)(H,14,15)(H,16,17)	null	CC(C)OCC(CC(=O)O)(CC(=O)O)CC(=O)O	-0.5	57626810	PubChem:(57626810)	2
24	1	N/A	-175.51211117098785	C11H18O7	[M - H2O - H]-	XKFOFXRCSUBDPV	InChI=1S/C11H18O7/c1-6-8(13)5-9(14)11(18-6)17-3-2-7(12)4-10(15)16/h6,8-9,11,13-14H,2-5H2,1H3,(H,15,16)	null	CC1C(CC(C(O1)OCCC(=O)CC(=O)O)O)O	-1.20000005	132282115;132282116	PubChem:(132282115 132282116);CHEBI:(139961 139960)	34
25	1	N/A	-175.86029507280614	C11H18O7	[M - H2O - H]-	IYAZXFIVCUXRCD	InChI=1S/C11H18O7/c1-6(12)4-9(13)17-7(2)5-10(14)18-8(3)11(15)16/h6-8,12H,4-5H2,1-3H3,(H,15,16)	null	CC(CC(=O)OC(C)CC(=O)OC(C)C(=O)O)O	0.100000001	122396688	PubChem:(122396688)	2
