rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C17H24O9	[M - H]-	C17H24O9	40.75985531286529	37.33080146527767	3.429053847587615	15	0.8861554526079549	2.7663356850129173	3.10479111396332	0.14578015618083062	
2	C18H20N4O5	[M - H]-	C18H20N4O5	35.47108488939257	33.98674594358998	1.4843389458025888	15	0.8861554526079549	2.7663356850129173	3.3165496596430497	-3.4577406237270787	
3	C13H20N6O7	[M - H]-	C13H20N6O7	35.46775641714234	33.38679661268651	2.080959804455831	15	0.8861554526079549	2.84370558720954	3.3165496596430497	7.381339655479325	
4	C11H25N4O8P	[M - H]-	C11H25N4O8P	35.358667768335785	32.98110256809968	2.377565200236104	15	0.8861554526079549	2.7663356850129173	3.10479111396332	2.926327742106999	
5	C10H24N6O7S	[M - H]-	C10H24N6O7S	34.55995392244913	31.908107204990607	2.651846717458526	15	0.8861554526079549	2.7663356850129173	3.10479111396332	-1.7019581358793008	
6	C16H25N2O6P	[M - H]-	C16H25N2O6P	33.005453989206934	30.899747717414385	2.105706271792549	15	0.8861554526079549	2.7663356850129173	3.3165496596430497	-7.912752537099404	
7	C10H26N6O5P2	[M - H]-	C10H26N6O5P2	31.564881189066092	29.73514501313637	1.8297361759297197	15	0.8861554526079549	2.7663356850129173	3.3165496596430497	-5.132204951020075	
8	C13H27NO9P	[M - H]-	C13H27NO9P	30.77804540548779	27.33471211126374	3.4433332942240487	15	0.8861554526079549	2.7663356850129173	3.10479111396332	-0.6914520075422482	
9	C15H22N3O8	[M - H]-	C15H22N3O8	30.50973354944005	27.495296752248713	3.014436797191335	15	0.8861554526079549	2.84370558720954	3.3165496596430497	3.763559905830078	
10	C14H28O9S	[M - H]-	C14H28O9S	30.393184921985878	28.283366745129992	2.1098181768558844	15	0.8861554526079549	2.7663356850129173	3.3165496596430497	-8.937517635177795	
