rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C10H16O7	[M - H2O - H]-	C10H14O6	78.27175129739699	74.80497739023826	3.4667739071587236	21	0.9492937377419415	1.4967801170406503	2.2146213343361505	-78623.84120364279	
2	C8H14N3O6	[M - H2O - H]-	C8H12N3O5	46.94208772317901	45.181479039720415	1.7606086834585895	16	0.32861171094425845	0.8246978711222698	3.141598698056187	-78617.97979301616	
3	C11H12N4O3	[M - H2O - H]-	C11H10N4O2	23.960656407685548	21.62738296716514	2.333273440520407	16	0.21024757150121176	0.647826366991789	3.1322159709431534	-78629.67951234432	
4	C7H15N5O3P	[M - H2O - H]-	C7H13N5O2P	15.112572956137747	13.574780398243734	1.5377925578940133	14	0.1971624039991811	-2.0931591479331435	3.141598698056187	-78631.03596902246	
5	C11H20O2S2	[M - H2O - H]-	C11H18OS2	7.1440927969463495	7.1440927969463495	0.0	7	0.17734809913425917	-2.1688438005331028	2.9614444767488424	-78627.63489594423	
6	C7H8N10O	[M - H2O - H]-	C7H6N10	-0.004062188716834392	-0.8007490719807029	0.7966868832638685	2	0.0	5.968697167976923	5.968697167976923	-78617.95669109134	
7	C9H10N7O2	[M - H2O - H]-	C9H8N7O	-1.0518299030074534	-3.613767016730917	2.5619371137234634	6	0.03627064471607531	-2.124307980233465	2.213379620832741	-78623.81810171796	
8	C10H19NO2PS	[M - H2O - H]-	C10H17NOPS	-1.5773670963973707	-3.180267871855444	1.6029007754580733	7	0.17734809913425917	-0.738240806620838	3.050304735628716	-78614.27488509704	
9	C5H13N8O2P	[M - H2O - H]-	C5H11N8OP	-3.589605387504217	-4.043279432457662	0.4536740449534449	5	0.018708190529019817	-2.1688438005331028	2.1688438005331028	-78625.17455839607	
10	C4H12N10OS	[M - H2O - H]-	C4H10N10S	-4.971117837316806	-4.971117837316806	0.0	2	0.0	-8.747772862863433	8.747772862863433	-78632.67315861666	
