rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C18H30O7	[M - H2O - H]-	C18H28O6	39.772496996640626	36.02897970040934	3.7435172962312886	12	0.9442395555296128	2.3513953142297144	2.4987330322632793	-53099.8363940636	
2	C14H26N6O5	[M - H2O - H]-	C14H24N6O4	30.722037182589077	29.190758150218706	1.531279032370369	12	0.9442395555296128	2.4987330322632793	2.7223021121151434	-53091.91919105655	
3	C12H31N4O6P	[M - H2O - H]-	C12H29N4O5P	29.267050174653505	27.552004705855744	1.7150454687977623	12	0.9442395555296128	2.4987330322632793	2.7223021121151434	-53096.79389821937	
4	C11H30N6O5S	[M - H2O - H]-	C11H28N6O4S	29.103950600458333	26.931152527019286	2.172798073439048	12	0.9442395555296128	2.3513953142297144	2.4987330322632793	-53101.85820304237	
5	C16H28N3O6	[M - H2O - H]-	C16H26N3O5	26.291479429356922	23.34602202292605	2.9454574064308705	12	0.9442395555296128	2.4987330322632793	2.7223021121151434	-53095.87779256007	
6	C14H33NO7P	[M - H2O - H]-	C14H31NO6P	24.80840034815001	21.601010788518895	3.2073895596311144	12	0.9442395555296128	2.3513953142297144	2.4987330322632793	-53100.75249972273	
7	C17H31N2O4P	[M - H2O - H]-	C17H29N2O3P	24.04681474232082	21.880828036944152	2.165986705376669	11	0.8339444624275002	2.425064173246497	2.787425421729293	-53108.65410045922	
8	C13H32N3O6S	[M - H2O - H]-	C13H30N3O5S	22.62428225120119	20.286596849798222	2.337685401402968	12	0.9442395555296128	2.3513953142297144	2.7223021121151434	-53105.81680454608	
9	C19H26N4O3	[M - H2O - H]-	C19H24N4O2	22.330233589271486	20.02744536530502	2.302788223966467	8	0.6433677016062702	2.3513953142297144	3.391627043567465	-53103.779393296405	
10	C10H29N7O5P	[M - H2O - H]-	C10H27N7O4P	20.031266233474266	20.031266233474266	0.0	12	0.9442395555296128	2.4987330322632793	2.7223021121151434	-53092.83529671584	
