rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.2022703871523695	-8.78211113011839	C9H16O4	[M - H]-	BDJRBEYXGGNYIS	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	Acnederm	C(CCCC(=O)O)CCCC(=O)O	1.71370327	2266;3801344;19347555;56933547;72735488;71309726;87110957	HMDB:(784);PubChem class - food;SuperNatural:(SN00386191 SN00002167);ZINC bio:(ZINC01531036);additional;HSDB:(123-99-9);MeSH:(2266);Plantcyc:(CPD0-1265);PubMed;NORMAN:(NS00011498);COCONUT:(CNP0086335 CNP0225848);KNApSAcK:(45634);Natural Products:(UNPD104030);PubChem:(2266 3801344 19347555 56933547 72735488 71309726 87110957);CHEBI:(48131 78208);PubChem class - bio and metabolites;KEGG:(C08261);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD0-1265)	255781758
2	1	N/A	-40.6572060287483	C9H16O4	[M - H]-	LYTXXMBQOLSFCN	InChI=1S/C9H16O4/c10-7-8(11)5-3-1-2-4-6-9(12)13/h10H,1-7H2,(H,12,13)	null	C(CCCC(=O)O)CCC(=O)CO	0.5	89292799	PubChem:(89292799)	2
3	1	N/A	-47.587817892295206	C9H16O4	[M - H]-	KOVPXZDUVJGGFU	InChI=1S/C9H16O4/c1-13-9(12)7-5-3-2-4-6-8(10)11/h2-7H2,1H3,(H,10,11)	Monomethyl Suberate	COC(=O)CCCCCCC(=O)O	1.67421901	554191;7014868	COCONUT:(CNP0275563);Natural Products:(UNPD146854);PubChem:(554191 7014868);SuperNatural:(SN00258509);ZINC bio:(ZINC02504409);EcoCyc Mine;PubChem class - safety and toxic;KEGG Mine	25840099330
4	1	N/A	-48.57839121136961	C9H16O4	[M - H]-	ANALOPRGKYNTDS	InChI=1S/C9H16O4/c1-9(2,6-8(12)13)5-3-4-7(10)11/h3-6H2,1-2H3,(H,10,11)(H,12,13)	null	CC(C)(CCCC(=O)O)CC(=O)O	1.29999995	53651579	PubChem:(53651579)	2
5	1	N/A	-49.8746357626863	C9H16O4	[M - H]-	QXUFYHUEWJMURG	InChI=1S/C9H16O4/c10-7-6-8(11)4-2-1-3-5-9(12)13/h7-8,11H,1-6H2,(H,12,13)	null	C(CCC(CC=O)O)CCC(=O)O	1.03142476	""	KEGG Mine	8589934592
6	1	N/A	-54.078314766862405	C9H16O4	[M - H]-	YDUOHBXBLZGANF	InChI=1S/C9H16O4/c1-9(2,5-3-7(10)11)6-4-8(12)13/h3-6H2,1-2H3,(H,10,11)(H,12,13)	4,4-Dimethylheptanedioic acid	CC(C)(CCC(=O)O)CCC(=O)O	1.10000002	219213	COCONUT:(CNP0265717);Natural Products:(UNPD140083);PubChem:(219213);SuperNatural:(SN00352776)	3178498
7	1	N/A	-61.17882348953867	C9H16O4	[M - H]-	KIBVFIDMXQZCBS	InChI=1S/C9H16O4/c1-7(9(12)13)5-3-2-4-6-8(10)11/h7H,2-6H2,1H3,(H,10,11)(H,12,13)	null	CC(CCCCCC(=O)O)C(=O)O	1.60000002	12346697	EcoCyc Mine;PubChem:(12346697);KEGG Mine	25769803778
8	1	N/A	-62.04021294741679	C9H16O4	[M - H]-	XLRXXWSPCQYFIN	InChI=1S/C9H16O4/c1-6(4-8(10)11)3-7(2)5-9(12)13/h6-7H,3-5H2,1-2H3,(H,10,11)(H,12,13)	null	CC(CC(C)CC(=O)O)CC(=O)O	1.39999998	89315654	PubChem:(89315654)	2
9	1	N/A	-62.32168372250973	C9H16O4	[M - H]-	KFCOWCHVEYKFOP	InChI=1S/C9H16O4/c10-6-4-2-1-3-5-8(11)7-9(12)13/h10H,1-7H2,(H,12,13)	9-hydroxy-3-oxononanoic acid	C(CCCO)CCC(=O)CC(=O)O	0.5	21028002	PubChem:(21028002)	2
10	1	N/A	-62.53143704470722	C9H16O4	[M - H]-	FOFCMJGOSOJJPD	InChI=1S/C9H16O4/c1-2-7(9(12)13)5-3-4-6-8(10)11/h7H,2-6H2,1H3,(H,10,11)(H,12,13)	Monoethylpimelate	CCC(CCCCC(=O)O)C(=O)O	1.39999998	12614061;20336154	PubChem:(12614061 20336154);PubMed	66
