rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.051252574455815735	-15.855201270803054	C16H32O3	[M - H]-	QUFMVAWAOYDYFV	InChI=1S/C16H32O3/c1-2-3-4-9-12-15(17)13-10-7-5-6-8-11-14-16(18)19/h15,17H,2-14H2,1H3,(H,18,19)	Hexadecanoic acid, 10-hydroxy-	CCCCCCC(CCCCCCCCC(=O)O)O	5.21728802	15569771;121488262;121488263	COCONUT:(CNP0409239);HMDB:(112188);Natural Products:(UNPD29811);PubChem:(15569771 121488262 121488263);SuperNatural:(SN00295888);YMDB Mine;PubChem class - bio and metabolites;EcoCyc Mine;PubMed;KEGG Mine	60149497930
2	1	N/A	-16.351385232726027	C16H32O3	[M - H]-	KMEKMXBMYZGGDT	InChI=1S/C16H32O3/c1-2-3-4-5-6-9-12-15(17)13-10-7-8-11-14-16(18)19/h15,17H,2-14H2,1H3,(H,18,19)	8S-hydroxy-hexadecanoic acid	CCCCCCCCC(CCCCCCC(=O)O)O	5.21728802	5312819;15569773;15569774	COCONUT:(CNP0257196 CNP0301038);HMDB:(112186);KNApSAcK:(442);Natural Products:(UNPD193703 UNPD128902);PubChem:(5312819 15569773 15569774);SuperNatural:(SN00367903 SN00390259 SN00161372);YMDB Mine;PubChem class - bio and metabolites;EcoCyc Mine;PubMed;KEGG Mine	60149497946
3	1	N/A	-19.860786154130793	C16H32O3	[M - H]-	UGAGPNKCDRTDHP	InChI=1S/C16H32O3/c17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(18)19/h17H,1-15H2,(H,18,19)	bmse000700	C(CCCCCCCC(=O)O)CCCCCCCO	5.21397972	10466;7058075	HMDB:(6294);SuperNatural:(SN00005683 SN00308056);ZINC bio:(ZINC03861297);additional;MeSH:(10466 7058075);Plantcyc:(16-HYDROXYPALMITATE);PubMed;NORMAN:(NS00015517);COCONUT:(CNP0076852 CNP0148323);KNApSAcK:(34997);Natural Products:(UNPD11873);PubChem:(10466 7058075);YMDB Mine;CHEBI:(55329 55328);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C18218);Training Set;Biocyc:(16-HYDROXYPALMITATE SMA-0000200)	51560507774
4	1	N/A	-22.13417300212465	C16H32O3	[M - H]-	CBWALJHXHCJYTE	InChI=1S/C16H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-15(17)14-16(18)19/h15,17H,2-14H2,1H3,(H,18,19)	3-hydroxyhexadecanoate	CCCCCCCCCCCCCC(CC(=O)O)O	5.80000019	301590;10989404;15569776;22183159	HMDB:(10734 61658);SuperNatural:(SN00380474);additional;MeSH:(301590 15569776 22183159);PubMed;COCONUT:(CNP0076004 CNP0147037);Natural Products:(UNPD51571);PubChem:(301590 10989404 15569776 22183159);YMDB Mine;CHEBI:(38247 37250 37248 76613);PubChem class - bio and metabolites;EcoCyc Mine;Training Set;Biocyc:(CPD-9781);KEGG Mine	60150040686
5	1	N/A	-23.11522923872274	C16H32O3	[M - H]-	VXLJMBUCOXFMGJ	InChI=1S/C16H32O3/c1-2-3-12-15(17)13-10-8-6-4-5-7-9-11-14-16(18)19/h15,17H,2-14H2,1H3,(H,18,19)	Hexadecanoic acid, 12-hydroxy-	CCCCC(CCCCCCCCCCC(=O)O)O	5.19999981	15569770;27255216;27255220	COCONUT:(CNP0264537);HMDB:(112190);Natural Products:(UNPD139382);PubChem:(15569770 27255216 27255220);SuperNatural:(SN00366260);YMDB Mine;PubChem class - bio and metabolites;EcoCyc Mine;PubMed;KEGG Mine	60149497930
6	1	N/A	-24.09921763075858	C16H32O3	[M - H]-	JGHSBPIZNUXPLA	InChI=1S/C16H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(17)16(18)19/h15,17H,2-14H2,1H3,(H,18,19)	Ambap10067-06-8	CCCCCCCCCCCCCCC(C(=O)O)O	6.4000001	92836;12575964;11065598;22485761;71768133;71768142	HMDB:(31057);SuperNatural:(SN00236961 SN00308684);MeSH:(92836 22485761);PubMed;NORMAN:(NS00042061);COCONUT:(CNP0082669 CNP0239003);Natural Products:(UNPD158287 UNPD165556);PubChem:(92836 12575964 11065598 22485761 71768133 71768142);YMDB Mine;CHEBI:(75977 75972 65101 65097 75928 75927);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-14716);KEGG Mine	60216887406
7	1	N/A	-24.100718257611735	C16H32O3	[M - H]-	PHFQJBDKBCFMOS	InChI=1S/C16H32O3/c1-2-3-4-5-6-7-9-12-15(17)13-10-8-11-14-16(18)19/h15,17H,2-14H2,1H3,(H,18,19)	7R-hydroxy-hexadecanoic acid	CCCCCCCCCC(CCCCCC(=O)O)O	5.19999981	15569775;45934091	COCONUT:(CNP0259180);HMDB:(112185);Natural Products:(UNPD165236);PubChem:(15569775 45934091);SuperNatural:(SN00384480);YMDB Mine;PubChem class - bio and metabolites;EcoCyc Mine;PubMed;KEGG Mine	60149497930
8	1	N/A	-24.677539888404876	C16H32O3	[M - H]-	LMLPQXIASCHLIF	InChI=1S/C16H32O3/c1-2-3-4-6-9-12-15(17)13-10-7-5-8-11-14-16(18)19/h15,17H,2-14H2,1H3,(H,18,19)	9-hydroxyhexadecanoate	CCCCCCCC(CCCCCCCC(=O)O)O	5.21728802	15569772;21989249	COCONUT:(CNP0267290 CNP0366410);HMDB:(112187);PubChem:(15569772 21989249);SuperNatural:(SN00161371);YMDB Mine;PubChem class - bio and metabolites;EcoCyc Mine;KEGG Mine	60149465098
9	1	N/A	-26.659368042644047	C16H32O3	[M - H]-	RPTGBPWFRSJPOM	InChI=1S/C16H32O3/c1-2-12-15(17)13-10-8-6-4-3-5-7-9-11-14-16(18)19/h15,17H,2-14H2,1H3,(H,18,19)	Hexadecanoic acid, 13-hydroxy-	CCCC(CCCCCCCCCCCC(=O)O)O	5.19999981	15569769;102148944	HMDB:(112191);PubChem:(15569769 102148944);YMDB Mine;PubChem class - bio and metabolites;EcoCyc Mine;PubMed;KEGG Mine	60146319434
10	1	N/A	-29.425175240458532	C16H32O3	[M - H]-	SPZURESODGZJAL	InChI=1S/C16H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-15(17)13-14-16(18)19/h15,17H,2-14H2,1H3,(H,18,19)	4-hydroxy palmitic acid	CCCCCCCCCCCCC(CCC(=O)O)O	5.5999999	5282904	EcoCyc Mine;PubChem:(5282904);YMDB Mine;KEGG Mine	60129542146
