rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.09083454153286193	-113.71180027881202	C10H14O7	[M - H]-	IXYGRUTYAQYTOE	InChI=1S/C10H14O7/c11-6(12)5-10(17,8(15)16)9(7(13)14)3-1-2-4-9/h17H,1-5H2,(H,11,12)(H,13,14)(H,15,16)	null	C1CCC(C1)(C(=O)O)C(CC(=O)O)(C(=O)O)O	-0.600000024	124027270	PubChem:(124027270)	2
2	1	N/A	-114.90834068761534	C10H14O7	[M - H]-	QNLNRSQYERNYGK	InChI=1S/C10H14O7/c1-3(11)15-7-5(13)10-8(16-4(2)12)6(14)9(7)17-10/h5-10,13-14H,1-2H3	[(3R,4R)-2-acetyloxy-3,6-dihydroxy-7-oxabicyclo[2.2.1]heptan-5-yl] acetate	CC(=O)OC1C(C2C(C(C1O2)O)OC(=O)C)O	-1.60000002	60107245	PubChem:(60107245)	2
3	1	N/A	-116.65539394261198	C10H14O7	[M - H]-	VZSRTRBQUPFXIJ	InChI=1S/C10H14O7/c1-2-5-3-9(5,7(13)14)10(17,8(15)16)4-6(11)12/h5,17H,2-4H2,1H3,(H,11,12)(H,13,14)(H,15,16)	null	CCC1CC1(C(=O)O)C(CC(=O)O)(C(=O)O)O	-0.699999988	123150846	PubChem:(123150846)	2
4	1	N/A	-124.31321927250521	C10H14O7	[M - H]-	NAXLUDZUIMKUJT	InChI=1S/C10H14O7/c1-3(11)15-8-5(13)7-6(14)9(10(8)17-7)16-4(2)12/h5-10,13-14H,1-2H3	[(2R)-3-acetyloxy-2,6-dihydroxy-7-oxabicyclo[2.2.1]heptan-5-yl] acetate	CC(=O)OC1C(C2C(C(C1O2)OC(=O)C)O)O	-1.60000002	60107149	PubChem:(60107149)	2
5	1	N/A	-128.25458300090267	C10H14O7	[M - H]-	OPXRSQUEUDOGIK	InChI=1S/C10H14O7/c1-2-7(13)17-8-5(11)3-10(16,9(14)15)4-6(8)12/h2,5-6,8,11-12,16H,1,3-4H2,(H,14,15)	null	C=CC(=O)OC1C(CC(CC1O)(C(=O)O)O)O	-0.92390722	""	KEGG Mine	8589934592
6	1	N/A	-132.1817371524932	C10H14O7	[M - H]-	DFSWQWPDURGNOY	InChI=1S/C10H14O7/c1-2-7(12)17-6-4-10(16,9(14)15)3-5(11)8(6)13/h2,5-6,8,11,13,16H,1,3-4H2,(H,14,15)	null	C=CC(=O)OC1CC(CC(C1O)O)(C(=O)O)O	-0.92390722	""	KEGG Mine	8589934592
7	1	N/A	-132.54041975210612	C10H14O7	[M - H]-	DASVNEXMZQLTQR	InChI=1S/C10H14O7/c1-5-2-3-9(5,7(13)14)10(17,8(15)16)4-6(11)12/h5,17H,2-4H2,1H3,(H,11,12)(H,13,14)(H,15,16)	null	CC1CCC1(C(=O)O)C(CC(=O)O)(C(=O)O)O	-0.699999988	57031397	PubChem:(57031397)	2
8	1	N/A	-136.60982166768082	C10H14O7	[M - H]-	RCNAZKFCNNCDIJ	InChI=1S/C10H14O7/c11-7(1-3-9(13)14)5-17-6-8(12)2-4-10(15)16/h1-6H2,(H,13,14)(H,15,16)	null	C(CC(=O)O)C(=O)COCC(=O)CCC(=O)O	-1.60000002	102256685	PubChem:(102256685)	2
9	1	N/A	-138.70965577466498	C10H14O7	[M - H]-	WYPFRFLUTXNJCG	InChI=1S/C10H14O7/c11-3-4-1-6(9(14)15)7(10(16)17)2-5(4)8(12)13/h4-7,11H,1-3H2,(H,12,13)(H,14,15)(H,16,17)	null	C1C(C(CC(C1C(=O)O)C(=O)O)C(=O)O)CO	-1.10000002	129274859	PubChem:(129274859)	2
10	1	N/A	-142.84397373171245	C10H14O7	[M - H]-	XPGHULWNXWFNSB	InChI=1S/C10H14O7/c1-3(11)15-7-5(13)6(14)8(16-4(2)12)10-9(7)17-10/h5-10,13-14H,1-2H3	null	CC(=O)OC1C(C(C(C2C1O2)OC(=O)C)O)O	-1.60000002	12229771	PubChem:(12229771)	2
11	1	N/A	-143.09607429459572	C10H14O7	[M - H]-	ZUGHUTOYWUBNSK	InChI=1S/C10H14O7/c1-7(11)17-10(15)5-4-9(14)16-6-2-3-8(12)13/h2-6H2,1H3,(H,12,13)	null	CC(=O)OC(=O)CCC(=O)OCCCC(=O)O	-0.5	57187908	PubChem:(57187908)	2
