rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.07863223656317225	-22.737990194731754	C5H8O4	[M - H2O - H]-	WXUAQHNMJWJLTG	InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)	Pyrotartarate	CC(CC(=O)O)C(=O)O	-0.200000003	10349;77983;4745115;6950475;6950476;6950477;10725390;11205769;20656997;58594677;58646543;58658105;58132998;90472129;101955638;101992008;101992009;101992010;101992011;101992012;101992013;101992014	HMDB:(1844);SuperNatural:(SN00338272);ZINC bio:(ZINC00391199 ZINC00391200);additional;MeSH:(10349);Plantcyc:(CPD-2461);PubMed;NORMAN:(NS00015150);COCONUT:(CNP0294195);Natural Products:(UNPD163975);PubChem:(10349 77983 4745115 6950475 6950476 6950477 10725390 11205769 20656997 58594677 58646543 58658105 58132998 90472129 101955638 101992008 101992009 101992010 101992011 101992012 101992013 101992014);YMDB Mine;CHEBI:(91317 91315 91316);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-2461);KEGG Mine	60217550958
2	1	N/A	-22.93897554928326	C5H8O4	[M - H2O - H]-	JFCQEDHGNNZCLN	InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)	glutarate	C(CC(=O)O)CC(=O)O	-0.0831476077	743;4418048;5231988;12200702;23322899;45039352;53952054;56845854;59867736;76973342;129656100;129664150;129762791	HMDB:(661);PubChem class - food;SuperNatural:(SN00001389 SN00376766);ZINC bio:(ZINC00388706);additional;HSDB:(110-94-1);MeSH:(743);Plantcyc:(GLUTARATE);PubMed;NORMAN:(NS00003673);COCONUT:(CNP0034671 CNP0256820);KNApSAcK:(1184);Natural Products:(UNPD195852);PubChem:(743 4418048 5231988 12200702 23322899 45039352 53952054 56845854 59867736 76973342 129656100 129664150 129762791);YMDB Mine;CHEBI:(35907 17859 30921);PubChem class - bio and metabolites;KEGG:(C00489);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(GLUTARATE)	34615520126
3	1	N/A	-41.61286472734896	C5H8O4	[M - H2O - H]-	ZHBPKXTYCQYISG	InChI=1S/C5H8O4/c6-2-1-4(7)3-5(8)9/h2,4,7H,1,3H2,(H,8,9)	null	C(C=O)C(CC(=O)O)O	-1.5	87411130;89512451	EcoCyc Mine;PubChem:(87411130 89512451);KEGG Mine	25769803778
4	1	N/A	-44.405503579206155	C5H8O4	[M - H2O - H]-	UQAQJBVGXAQFBO	InChI=1S/C5H8O4/c6-2-4(3-7)1-5(8)9/h2,4,7H,1,3H2,(H,8,9)	null	C(C(CO)C=O)C(=O)O	-1.5	56989541	PubChem:(56989541)	2
5	1	N/A	-45.43789813493237	C5H8O4	[M - H2O - H]-	WFXFYNFGRSFUDQ	InChI=1S/C5H8O4/c6-3-4(7)1-2-5(8)9/h3-4,7H,1-2H2,(H,8,9)	Pentanoic acid, 4-hydroxy-5-oxo-	C(CC(=O)O)C(C=O)O	-1.0	21691497;90278867;126843264	EcoCyc Mine;PubChem:(21691497 90278867 126843264);KEGG Mine;PubChem class - bio and metabolites	25786580994
6	1	N/A	-54.994254741187575	C5H8O4	[M - H2O - H]-	GXOHWXIBBZYQID	InChI=1S/C5H8O4/c6-2-1-4(3-7)5(8)9/h3-4,6H,1-2H2,(H,8,9)	null	C(CO)C(C=O)C(=O)O	-0.899999976	91494486	PubChem:(91494486)	2
7	1	N/A	-56.633085522824445	C5H8O4	[M - H2O - H]-	WPGDIKSWKZLNRR	InChI=1S/C5H8O4/c6-3-1-2-4(7)5(8)9/h3-4,7H,1-2H2,(H,8,9)	null	C(CC(C(=O)O)O)C=O	-1.0	12162581	EcoCyc Mine;PubChem:(12162581);PubMed;KEGG Mine	25769803842
8	1	N/A	-59.66957971176093	C5H8O4	[M - H2O - H]-	HFKQINMYQUXOCH	InChI=1S/C5H8O4/c1-3(6)2-4(7)5(8)9/h3,6H,2H2,1H3,(H,8,9)	4-Hydroxy-2-oxovalerate	CC(CC(=O)C(=O)O)O	-0.600000024	124;9543038;25202225;25245144;87073509	COCONUT:(CNP0082912);PubChem:(124 9543038 25202225 25245144 87073509);CHEBI:(73143 58222 73148 17655);PubChem class - bio and metabolites;MeSH:(124);KEGG:(C03589);Plantcyc:(4-HYDROXY-2-KETOVALERATE);PubMed;Biocyc:(CPD54L-54 4-HYDROXY-2-KETOVALERATE)	19007846
9	1	N/A	-66.08098580889921	C5H8O4	[M - H2O - H]-	UKFXDFUAPNAMPJ	InChI=1S/C5H8O4/c1-2-3(4(6)7)5(8)9/h3H,2H2,1H3,(H,6,7)(H,8,9)	bmse000578	CCC(C(=O)O)C(=O)O	0.400000006	11756;3832173;6950106;18552217;90474566;90475405	HMDB:(622);SuperNatural:(SN00215807);ZINC bio:(ZINC00388046);MeSH:(11756);PubMed;NORMAN:(NS00015082);COCONUT:(CNP0415777);PubChem:(11756 3832173 6950106 18552217 90474566 90475405);CHEBI:(741548 132939);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	8677253230
10	1	N/A	-66.17044777563814	C5H8O4	[M - H2O - H]-	IQZHXDCQZNRIRW	InChI=1S/C5H8O4/c1-3(6)4(7)2-5(8)9/h4,7H,2H2,1H3,(H,8,9)	(3S)-3-hydroxy-4-oxopentanoic acid	CC(=O)C(CC(=O)O)O	-1.20000005	10351731;16740970;93481197	EcoCyc Mine;PubChem:(10351731 16740970 93481197);YMDB Mine;KEGG Mine	60129542146
11	1	N/A	-67.92418332440049	C5H8O4	[M - H2O - H]-	VGRJIVGLOZEXGV	InChI=1S/C5H8O4/c1-3(2-6)4(7)5(8)9/h3,6H,2H2,1H3,(H,8,9)	4-hydroxy-3-methyl-2-oxobutanoic acid	CC(CO)C(=O)C(=O)O	-0.5	15927954	EcoCyc Mine;PubChem:(15927954);YMDB Mine;KEGG Mine	60129542146
12	1	N/A	-68.51397896357632	C5H8O4	[M - H2O - H]-	XDAOHSVZXQBFMP	InChI=1S/C5H8O4/c1-2-3(6)4(7)5(8)9/h3,6H,2H2,1H3,(H,8,9)	null	CCC(C(=O)C(=O)O)O	-0.100000001	17783972	EcoCyc Mine;PubChem:(17783972);PubMed;KEGG Mine	25769803842
13	1	N/A	-74.24765266300149	C5H8O4	[M - H2O - H]-	MMTYWJNSFWVPPS	InChI=1S/C5H8O4/c6-3-1-2-4(7)5(8)9/h6H,1-3H2,(H,8,9)	5-hydroxy-2-oxopentanoate	C(CC(=O)C(=O)O)CO	-0.699999988	23572080;25200972	PubChem:(23572080 25200972);PubChem class - bio and metabolites;EcoCyc Mine;Plantcyc:(CPD-9727);PubMed;Biocyc:(CPD-9727);KEGG Mine	25786714178
14	1	N/A	-74.36897122235133	C5H8O4	[M - H2O - H]-	QZXWGGGNYORFOK	InChI=1S/C5H8O4/c6-2-1-4(3-7)5(8)9/h2,4,7H,1,3H2,(H,8,9)	2-(Hydroxymethyl)-4-oxobutanoate	C(C=O)C(CO)C(=O)O	-1.5	440223;21145077	KEGG:(C04106);PubChem:(440223 21145077);PubMed;CHEBI:(58135 17413);Biocyc:(2-HYDROXYMETHYL-4-OXOBUTANOATE)	2402
15	1	N/A	-77.06464623927288	C5H8O4	[M - H2O - H]-	PGIHZLIFJYCXEM	InChI=1S/C5H8O4/c6-2-1-4(7)3-5(8)9/h1-2,4,6-7H,3H2,(H,8,9)	null	C(C(C=CO)O)C(=O)O	-1.0	87501455	PubChem:(87501455)	2
16	1	N/A	-77.89707176333468	C5H8O4	[M - H2O - H]-	QTSNVMMGKAPSRT	InChI=1S/C5H8O4/c1-3(6)2-4(7)5(8)9/h4,7H,2H2,1H3,(H,8,9)	2-hydroxy-4-oxopentanoate	CC(=O)CC(C(=O)O)O	-1.20000005	10103208;11147738;14545570;20514168	COCONUT:(CNP0195071);HMDB:(40531);Natural Products:(UNPD159718 UNPD123485);PubChem:(10103208 11147738 14545570 20514168);SuperNatural:(SN00228540 SN00372927);PubChem class - bio and metabolites;PubMed;KEGG Mine	8609890378
17	1	N/A	-78.16758010314848	C5H8O4	[M - H2O - H]-	LDHIOWXNFHNTRR	InChI=1S/C5H8O4/c1-3(6)2-4(7)5(8)9/h4,6-7H,1-2H2,(H,8,9)	(2R)-2,4-dihydroxypent-4-enoic acid	C=C(CC(C(=O)O)O)O	-0.300000012	16741177;16741261;73317782	PubChem:(16741177 16741261 73317782)	2
18	1	N/A	-79.44778204317586	C5H8O4	[M - H2O - H]-	CTDSCESRMWRTFJ	InChI=1S/C5H8O4/c1-2-3(6)4(7)5(8)9/h2-4,6-7H,1H2,(H,8,9)	null	C=CC(C(C(=O)O)O)O	-0.800000012	18369036;132152352	EcoCyc Mine;PubChem:(18369036 132152352);KEGG Mine	25769803778
19	1	N/A	-80.16383548857054	C5H8O4	[M - H2O - H]-	HVCNSAJVIFXBHU	InChI=1S/C5H8O4/c6-3-4(7)1-2-5(8)9/h6H,1-3H2,(H,8,9)	Pentanoic acid, 5-hydroxy-4-oxo-	C(CC(=O)O)C(=O)CO	-1.29999995	10080438;90657796	COCONUT:(CNP0045803 CNP0325230);Natural Products:(UNPD87848);PubChem:(10080438 90657796);SuperNatural:(SN00332173 SN00158702);ZINC bio:(ZINC14500555);EcoCyc Mine;Plantcyc:(CPD-13943);PubMed;Biocyc:(CPD-13943 SMA-0000600);KEGG Mine	25773123650
20	1	N/A	-84.00594577388387	C5H8O4	[M - H2O - H]-	ANTBRXMMNBUYMS	InChI=1S/C5H8O4/c6-2-1-4(7)3-5(8)9/h6H,1-3H2,(H,8,9)	5-Hydroxy-3-Oxopentanoic Acid	C(CO)C(=O)CC(=O)O	-1.10000002	21924264	PubChem:(21924264);KEGG Mine;PubChem class - bio and metabolites	8606711810
21	1	N/A	-89.11768622716141	C5H8O4	[M - H2O - H]-	ACXWVDOVKJIXGS	InChI=1S/C5H8O4/c6-2-1-4(8)5(9)3-7/h3-4,6,8H,1-2H2	null	C(CO)C(C(=O)C=O)O	-1.29999995	135331774	PubChem:(135331774)	2
22	1	N/A	-91.42680183753198	C5H8O4	[M - H2O - H]-	GJPSTUKDZFMWBP	InChI=1S/C5H8O4/c6-3-1-2-4(7)5(8)9/h1-2,4,6-7H,3H2,(H,8,9)	null	C(C=CC(C(=O)O)O)O	-1.0	55303478;76226069	PubChem:(55303478 76226069)	2
23	1	N/A	-92.92433208449772	C5H8O4	[M - H2O - H]-	MBSPLMGUPBLKNF	InChI=1S/C5H8O4/c6-2-4-9-3-1-5(7)8/h2H,1,3-4H2,(H,7,8)	null	C(COCC=O)C(=O)O	-0.899999976	87099502	EcoCyc Mine;PubChem:(87099502);KEGG Mine	25769803778
24	1	N/A	-93.08907920560986	C5H8O4	[M - H2O - H]-	ISMQTZHDOHOVBT	InChI=1S/C5H8O4/c1-3(7)4(2-6)5(8)9/h4,6H,2H2,1H3,(H,8,9)	null	CC(=O)C(CO)C(=O)O	-1.0	88123965;130464408	PubChem:(88123965 130464408)	2
25	1	N/A	-93.23902790888715	C5H8O4	[M - H2O - H]-	JFUHCIGGZNIBEE	InChI=1S/C5H8O4/c6-2-1-4(3-7)5(8)9/h1,6-7H,2-3H2,(H,8,9)	(E)-4-hydroxy-2-(hydroxymethyl)but-2-enoic acid	C(C=C(CO)C(=O)O)O	-1.5	22867772;23367362;53953077	PubChem:(22867772 23367362 53953077);PubMed;KEGG Mine	8589934658
26	1	N/A	-94.00915414493294	C5H8O4	[M - H2O - H]-	PQAVUFRSUDTBKH	InChI=1S/C5H8O4/c1-3(5(8)9)4(7)2-6/h2-4,7H,1H3,(H,8,9)	null	CC(C(C=O)O)C(=O)O	-0.800000012	102050011	PubChem:(102050011)	2
27	1	N/A	-94.0812316857951	C5H8O4	[M - H2O - H]-	VRAMAYVPWQTTNO	InChI=1S/C5H8O4/c6-2-1-4(8)5(9)3-7/h4-9H,3H2	null	C(C(C(C#CO)O)O)O	-1.20779347	""	EcoCyc Mine;YMDB Mine;KEGG Mine	60129542144
28	1	N/A	-96.24919934132372	C5H8O4	[M - H2O - H]-	XROFVGARNAXRSF	InChI=1S/C5H8O4/c1-3(2-6)4(7)5(8)9/h2-4,7H,1H3,(H,8,9)	null	CC(C=O)C(C(=O)O)O	-0.800000012	54484807	PubChem:(54484807);KEGG Mine	8589934594
29	1	N/A	-98.38339755866063	C5H8O4	[M - H2O - H]-	SUOCJCZSKFWWLQ	InChI=1S/C5H8O4/c1-3(6)4(7)2-5(8)9/h3,6H,2H2,1H3,(H,8,9)	4-hydroxy-3-oxopentanoic acid	CC(C(=O)CC(=O)O)O	-0.600000024	19350191;87073406	PubChem:(19350191 87073406);YMDB Mine;PubMed;KEGG Mine	42949673026
30	1	N/A	-98.62588412580116	C5H8O4	[M - H2O - H]-	ZIDZZVWOBHWTHV	InChI=1S/C5H8O4/c1-3(7)4(2-6)5(8)9/h2-4,7H,1H3,(H,8,9)	null	CC(C(C=O)C(=O)O)O	-0.800000012	87191833	PubChem:(87191833);PubMed	66
31	1	N/A	-98.85423679182047	C5H8O4	[M - H2O - H]-	COPHFJSFNULTCG	InChI=1S/C5H8O4/c1-3(2-6)4(7)5(8)9/h4,6-7H,1-2H2,(H,8,9)	null	C=C(CO)C(C(=O)O)O	-0.600000024	88483503	PubChem:(88483503)	2
32	1	N/A	-99.31059954179963	C5H8O4	[M - H2O - H]-	DIEJEQGKKPURKN	InChI=1S/C5H8O4/c6-2-1-4(8)5(9)3-7/h2-5,8-9H,1H2	null	C(C=O)C(C(C=O)O)O	-2.0999999	129668283	EcoCyc Mine;PubChem:(129668283);YMDB Mine;KEGG Mine	60129542146
33	1	N/A	-99.41592321897727	C5H8O4	[M - H2O - H]-	OREAFAJWWJHCOT	InChI=1S/C5H8O4/c1-5(2,3(6)7)4(8)9/h1-2H3,(H,6,7)(H,8,9)	Dimethylmalonate	CC(C)(C(=O)O)C(=O)O	0.116741873	11686;6946994;54165197;100931245;135027177	NORMAN:(NS00034185);COCONUT:(CNP0082122);HMDB:(2001);PubChem:(11686 6946994 54165197 100931245 135027177);SuperNatural:(SN00216103);CHEBI:(111517);ZINC bio:(ZINC00337821);PubChem class - bio and metabolites;MeSH:(11686);PubChem class - safety and toxic;PubMed	87302254
34	1	N/A	-100.96942944286697	C5H8O4	[M - H2O - H]-	VBNWKUIMVPSVFK	InChI=1S/C5H8O4/c6-5(7)1-4-2-8-9-3-4/h4H,1-3H2,(H,6,7)	null	C1C(COO1)CC(=O)O	-0.300000012	87931795	PubChem:(87931795)	2
35	1	N/A	-101.69871439866428	C5H8O4	[M - H2O - H]-	COYBCAZOVQSXSS	InChI=1S/C5H8O4/c1-4(9-8)2-3-5(6)7/h8H,1-3H2,(H,6,7)	4-hydroperoxypent-4-enoic acid	C=C(CCC(=O)O)OO	0.100000001	59986054	PubChem:(59986054)	2
36	1	N/A	-104.17759047376806	C5H8O4	[M - H2O - H]-	VKRDVSCXEJPXST	InChI=1S/C5H8O4/c1-5(2-6,3-7)4(8)9/h2,7H,3H2,1H3,(H,8,9)	null	CC(CO)(C=O)C(=O)O	-0.899999976	88920898	PubChem:(88920898)	2
37	1	N/A	-105.10504378533633	C5H8O4	[M - H2O - H]-	ZGRNDYYUHJKPSQ	InChI=1S/C5H8O4/c6-4-9-3-1-2-5(7)8/h4H,1-3H2,(H,7,8)	4-formyloxybutanoic acid	C(CC(=O)O)COC=O	0.0	22928614	PubChem:(22928614)	2
38	1	N/A	-106.80345406222878	C5H8O4	[M - H2O - H]-	SHNHWLRERJKWEX	InChI=1S/C5H8O4/c6-4(5(7)8)1-3-2-9-3/h3-4,6H,1-2H2,(H,7,8)	null	C1C(O1)CC(C(=O)O)O	-0.800000012	54305979	PubChem:(54305979)	2
39	1	N/A	-106.87056097284726	C5H8O4	[M - H2O - H]-	SJTLZZIMROPAAK	InChI=1S/C5H8O4/c1-3(6)4(7)2-5(8)9/h4,6-7H,1-2H2,(H,8,9)	null	C=C(C(CC(=O)O)O)O	-0.800000012	58171641;76692894;89339727	PubChem:(58171641 76692894 89339727)	2
40	1	N/A	-108.29962794182757	C5H8O4	[M - H2O - H]-	SFJGIAKWVLUTSD	InChI=1S/C5H8O4/c6-3-4(7)1-2-5(8)9/h1-2,4,6-7H,3H2,(H,8,9)	(E)-4,5-dihydroxypent-2-enoic acid	C(C(C=CC(=O)O)O)O	-1.29999995	12861745;56624215;96005727;102271986	PubChem:(12861745 56624215 96005727 102271986)	2
41	1	N/A	-108.77111229886155	C5H8O4	[M - H2O - H]-	OIWJREZAJZVGQN	InChI=1S/C5H8O4/c1-3(5(8)9)4(7)2-6/h4,6-7H,1-2H2,(H,8,9)	3,4-dihydroxy-2-methylidenebutanoate	C=C(C(CO)O)C(=O)O	-1.10000002	14312131;18762114;92446321	COCONUT:(CNP0177304);Natural Products:(UNPD133147);PubChem:(14312131 18762114 92446321);SuperNatural:(SN00274424);ZINC bio:(ZINC13334812 ZINC13334814);PubMed;KEGG Mine	8593121346
