rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C9H12O7	[M - H]-	C9H12O7	177.97465778511898	174.86902878444005	3.1056290006789213	49	0.874250771931949	1.9025999182239282	2.768700812742826	0.36237908809161284	
2	C7H10N3O6	[M - H]-	C7H10N3O6	124.13984149290545	122.21633199653138	1.9235094963740678	36	0.7034137987700984	1.4328967886058848	3.0202402539377053	6.173578177366367	
3	C10H16O2S2	[M - H]-	C10H16O2S2	113.00065053187062	113.00065053187062	0.0	34	0.6753301792957905	0.9291143751652357	2.9439906748006983	-3.3988147015031878	
4	C6H15ClNO6	[M - H]-	C6H15ClNO6	100.59322840930496	97.94972942577297	2.6434989835319866	41	0.7022876862799368	-1.0344516548449245	2.067434654364884	-1.7460548423546567	
5	C9H15NO2PS	[M - H]-	C9H15NO2PS	99.9847868452651	99.05763122787383	0.9271556173912738	33	0.6434513358531038	1.9171461070885587	2.7977679890736193	9.846748152483842	
6	C7H11ClN5O2	[M - H]-	C7H11ClN5O2	79.00874499771413	79.00874499771413	0.0	26	0.5400634843754055	-0.5836522572163383	3.104930573686409	-7.534349908370983	
7	C10H8N4O3	[M - H]-	C10H8N4O3	76.85633871635254	75.75701376266024	1.0993249536923069	27	0.4364594054610401	-1.0344516548449245	3.412093158299199	-5.4259159778017025	
8	C6H11N5O3P	[M - H]-	C6H11N5O3P	71.89676150989953	69.93062213651334	1.9661393733862012	30	0.5815601242010396	-0.9149350304965276	3.2494313344793273	-6.770752624590605	
9	C5H15NO7P	[M - H]-	C5H15NO7P	63.70479910005972	61.55499839710708	2.149800702952641	34	0.3767944714968993	-0.8802818805781784	1.7429377242357804	-0.9824575586972893	
10	C10H15ClNOS	[M - H]-	C10H15ClNOS	35.333835628620875	35.333835628620875	0.0	20	0.3209507087935374	-0.46050677823068525	2.2421810349647933	9.083150868826475	
